relationship_gold_id,document_id,chunk_id,pmid,pmcid,relationship_type,source_entity_id,source_entity_type,source_entity_text,source_normalized_name,target_entity_id,target_entity_type,target_entity_text,target_normalized_name,evidence_text,evidence_section,evidence_start_char,evidence_end_char,confidence_gold,direction_verified,explicit_or_implied,negated,speculative,annotation_decision,annotator,annotation_status,notes
silver_relationship:33be24c3492fe5b2,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,ASSOCIATED_WITH,riskfactor:hyperlipidemia,RiskFactor,Hyperlipidemia,Hyperlipidemia,biomarker:cholesterol,Biomarker,Cholesterol,Cholesterol,"Hyperlipidemia refers to elevated cholesterol, elevated TG or both.",TITLE,1590,1657,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly defines hyperlipidemia as involving elevated cholesterol, supporting association with cholesterol."
silver_relationship:46b653cfcaed66ed,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,ASSOCIATED_WITH,riskfactor:hyperlipidemia,RiskFactor,Hyperlipidemia,Hyperlipidemia,condition:renal_insufficiency,Condition,Renal insufficiency,Renal insufficiency,"diseases related to hyperlipidemia (e.g. hypothyroidism, diabetes, renal insufficiency, etc.)",TITLE,4950,5043,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly lists renal insufficiency among diseases related to hyperlipidemia, supporting an ASSOCIATED_WITH relationship."
silver_relationship:842b832e74a9a2df,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,INCREASES_RISK_OF,riskfactor:elevated_blood_lipids,RiskFactor,Elevated levels of blood lipids,Elevated blood lipids,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,Elevated levels of blood lipids are well documented risk factors for cardiovascular disease.,TITLE,70,162,0.98,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly states that elevated levels of blood lipids are risk factors for cardiovascular disease, supporting the stated direction."
silver_relationship:421d85aa662186d0,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,CAUSES,condition:hypothyroidism,Condition,Hypothyroidism,Hypothyroidism,condition:hypercholesterolemia,Condition,high cholesterol,Hypercholesterolemia,hypothyroidism causes elevations of cholesterol,RESULTS,7128,7175,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly states that hypothyroidism causes elevated cholesterol, supporting hypothyroidism as a cause of hypercholesterolemia."
silver_relationship:7d2117e99d2cb0ea,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,INCREASES_RISK_OF,riskfactor:hyperlipidemia,Condition,hyperlipidemia,Hyperlipidemia,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,"The basic principle is that the higher a person’s CVD risk, the greater the benefit in aggressively treating all modifiable risk factors, including hyperlipidemia.",RESULTS,7851,8014,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The relation is supported because hyperlipidemia is explicitly included among modifiable CVD risk factors; the source entity type was revised to match the accepted entity row, where hyperlipidemia is a Condition."
silver_relationship:9a18feef89dc26f6,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,HAS_ADVERSE_EFFECT,drug:statins,Drug,Statins,Statins,condition:statin_induced_myopathy,Condition,statin induced myopathy,Statin-induced myopathy,statin induced myopathy,RESULTS,7240,7263,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The condition name explicitly indicates myopathy induced by statins, supporting statin-induced myopathy as an adverse effect of statins."
silver_relationship:91529388bfa50d05,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,CAUSES,condition:hiv_infection,Condition,HIV,HIV infection,condition:lipid_abnormalities,Condition,lipid abnormalities,Dyslipidemia,HIV is an important consideration both because the infection and the use of protease inhibitors can contribute to lipid abnormalities.,RESULTS,7369,7503,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The text states that the HIV infection can contribute to lipid abnormalities, supporting a causal contribution to dyslipidemia."
silver_relationship:fd70c0a3cb01c1e8,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL-C,Low-density lipoprotein cholesterol,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,"non-HDL-C, LDL-C and Apo-B were compared, all three markers were predictive of CVD",RESULTS,10333,10415,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=LDL-C is explicitly listed among markers predictive of CVD, supporting an association with cardiovascular disease."
silver_relationship:8e73744215c72380,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,ASSOCIATED_WITH,biomarker:non_hdl_cholesterol,Biomarker,Non-HDL Cholesterol,Non-HDL Cholesterol,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,"non-HDL-C, LDL-C and Apo-B were compared, all three markers were predictive of CVD, with non-HDL-C showing a slightly greater association than the other two",RESULTS,10333,10489,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Non-HDL-C is explicitly described as predictive of CVD and as having a greater association than the other compared markers.
silver_relationship:3dd2abed533724d7,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:ldl_cholesterol,Biomarker,LDL-C,Low-density lipoprotein cholesterol,lowering LDL-C with statins,RESULTS,8583,8610,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that LDL-C is lowered with statins.
silver_relationship:bac82f8b9bce2054,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,ASSOCIATED_WITH,biomarker:cytokines,Biomarker,Cytokines,Cytokines,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,markers for risk factor analysis are based on the contribution to CVD.by inflammatory proteins and other cytokines,RESULTS,10728,10842,0.76,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The text explicitly links cytokines to contribution to CVD in the context of risk-factor marker analysis.
silver_relationship:1c0345369bdd51c8,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,ASSOCIATED_WITH,biomarker:apob,Biomarker,Apo-B,Apolipoprotein B,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,"non-HDL-C, LDL-C and Apo-B were compared, all three markers were predictive of CVD",RESULTS,10333,10415,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=Apo-B is explicitly included among markers predictive of CVD, supporting an association with cardiovascular disease."
silver_relationship:ed221a2da1250e13,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,CAUSES,condition:renal_disease,Condition,Renal Disease,Renal Disease,condition:secondary_hyperlipidemia,Condition,Secondary Hyperlipidemia,Secondary Hyperlipidemia,"Other important contributors to secondary hyperlipidemia include diabetes, renal disease and alcoholism.",RESULTS,7264,7368,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Renal disease is explicitly listed as an important contributor to secondary hyperlipidemia.
silver_relationship:8f2469a609e14c55,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,CAUSES,riskfactor:alcoholism,RiskFactor,Alcoholism,Alcoholism,condition:secondary_hyperlipidemia,Condition,Secondary Hyperlipidemia,Secondary Hyperlipidemia,"Other important contributors to secondary hyperlipidemia include diabetes, renal disease and alcoholism.",RESULTS,7264,7368,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=Alcoholism is explicitly listed as an important contributor to secondary hyperlipidemia; the relationship type was revised from INCREASES_RISK_OF to CAUSES to better match 'contributors to'.
silver_relationship:063d0c555ff0b6b2,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,INCREASES_RISK_OF,riskfactor:reduced_thyroid_hormone_concentrations,RiskFactor,Reduced Thyroid Hormone Concentrations,Reduced Thyroid Hormone Concentrations,condition:statin_induced_myopathy,Condition,statin induced myopathy,Statin-induced myopathy,reduced thyroid hormone concentrations increase the risk of statin induced myopathy,RESULTS,7180,7263,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that reduced thyroid hormone concentrations increase the risk of statin-induced myopathy.
silver_relationship:d482ba9dc8e79b5a,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,CAUSES,condition:diabetes,Condition,Diabetes,Diabetes,condition:secondary_hyperlipidemia,Condition,Secondary Hyperlipidemia,Secondary Hyperlipidemia,"Other important contributors to secondary hyperlipidemia include diabetes, renal disease and alcoholism.",RESULTS,7264,7368,0.86,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Diabetes is explicitly listed as an important contributor to secondary hyperlipidemia.
silver_relationship:31accfb6f4820bcc,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,HAS_ADVERSE_EFFECT,drug:protease_inhibitors,Drug,Protease Inhibitors,Protease Inhibitors,condition:lipid_abnormalities,Condition,lipid abnormalities,Dyslipidemia,the use of protease inhibitors can contribute to lipid abnormalities,RESULTS,7434,7502,0.84,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The text explicitly states that use of protease inhibitors can contribute to lipid abnormalities, supporting dyslipidemia as an adverse drug effect."
silver_relationship:834cb3a9fdfb18fd,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,TREATS,drug:atorvastatin,Drug,atorvastatin,Atorvastatin,condition:familial_combined_hyperlipidemia,Condition,familial combined hyperlipidemia,Familial combined hyperlipidemia,those patients with familial combined hyperlipidemia should probably be started on atorvastatin or rosuvastatin,METHODS,16404,16515,0.86,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence gives a clinical treatment recommendation to start patients with familial combined hyperlipidemia on atorvastatin. The hedge 'probably' affects recommendation strength but does not make the asserted treatment relationship a speculative hypothesis.
silver_relationship:44b8477ee862e8e1,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,TREATS,drug:rosuvastatin,Drug,rosuvastatin,Rosuvastatin,condition:familial_combined_hyperlipidemia,Condition,familial combined hyperlipidemia,Familial combined hyperlipidemia,those patients with familial combined hyperlipidemia should probably be started on atorvastatin or rosuvastatin,METHODS,16404,16515,0.86,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence gives a clinical treatment recommendation to start patients with familial combined hyperlipidemia on rosuvastatin. The direction is drug to condition, and the assertion is not negated."
silver_relationship:a1e0677c8afd9f04,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,REDUCES,drug:rosuvastatin,Drug,rosuvastatin,Rosuvastatin,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,atorvastatin and rosuvastatin considered to be the “strong” reducers of LDL,METHODS,15994,16069,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly identifies rosuvastatin as a strong reducer of LDL, supporting a REDUCES relationship from rosuvastatin to LDL cholesterol."
silver_relationship:cf474f56bc3c94be,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,REDUCES,drug:atorvastatin,Drug,atorvastatin,Atorvastatin,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,atorvastatin and rosuvastatin considered to be the “strong” reducers of LDL,METHODS,15994,16069,0.94,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly identifies atorvastatin as a strong reducer of LDL, supporting a REDUCES relationship from atorvastatin to LDL cholesterol."
silver_relationship:fe4cccd31113142a,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,TREATS,drug:statins,Drug,statins,Statins,condition:hyperlipidemia,Condition,hyperlipidemia,Hyperlipidemia,statins have reached the status of preferred treatment for hyperlipidemia,METHODS,16741,16814,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that statins are the preferred treatment for hyperlipidemia.
silver_relationship:c277c6165e65364d,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,INCREASES_RISK_OF,riskfactor:xanthomas,RiskFactor,xanthomas,Xanthomas,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,the presence of xanthomas in heterozygous familial hyperlipidemia confers additional CVD risk,METHODS,16554,16647,0.93,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that the presence of xanthomas confers additional CVD risk.
silver_relationship:7edf858233ffda9a,paper:PMC3572442,PMC3572442-chunk-0003,,PMC3572442,REDUCES,drug:folic_acid,Drug,folic acid,Folic acid,biomarker:homocysteine,Biomarker,homocysteine,Homocysteine,folic acid reduces homocysteine,METHODS,12644,12675,0.99,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that folic acid reduces homocysteine.
silver_relationship:e2a92bd65ae32371,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:nuts,Drug,Nuts,Nuts,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists nuts among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:d28fb57a36b7ed0c,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,It found that lowering LDL-C to 80 mg/dL in the treatment group was superior in preventing CVD outcomes than lowering it to 100 mg/dL.,METHODS,21202,21336,0.82,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence supports an association between LDL-C levels and CVD outcomes because more intensive LDL-C lowering was superior for preventing CVD outcomes; the relationship is implied rather than directly stated as a generic association.
silver_relationship:d47846ddb6007820,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:psyllium,Drug,Psyllium,Psyllium,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists psyllium among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:0fe0aae4a4c15418,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,INCREASES_RISK_OF,riskfactor:obesity,RiskFactor,Obesity,Obesity,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,These questions are important because of the expected increase in CVD given the aging population and the obesity epidemic.,METHODS,19859,19981,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The text states that an expected increase in CVD is given in part by the obesity epidemic, strongly implying obesity contributes to increased CVD risk or burden."
silver_relationship:20ac8874ac24fbb8,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:garlic,Drug,Garlic,Garlic,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists garlic among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:eae0b795d9089b22,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:rosuvastatin,Drug,Rosuvastatin,Rosuvastatin,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,The investigators used intravascular ultrasound to document atheroma regression after treatment with 40 mg daily of rosuvastatin. The average LDL-C achieved was ~ 60 mg/dL.,METHODS,20824,20996,0.78,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The text reports treatment with 40 mg daily rosuvastatin and an achieved LDL-C of about 60 mg/dL, supporting LDL-C lowering by rosuvastatin in context, though the reduction from baseline is implied rather than directly stated."
silver_relationship:ca54a859049974ba,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,INCREASES_RISK_OF,riskfactor:xanthomas,RiskFactor,Xanthomas,Xanthomas,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,the presence of xanthomas in heterozygous familial hyperlipidemia confers additional CVD risk to these patients,METHODS,16554,16665,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that the presence of xanthomas confers additional CVD risk.
silver_relationship:23dab8b727669217,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:plant_stanolols,Drug,Plant stanolols,Plant stanolols,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists plant stanolols among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:d1a2d7e2da15eec6,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,INCREASES_RISK_OF,riskfactor:aging_population,RiskFactor,aging population,Aging,condition:cardiovascular_disease,Condition,CVD,Cardiovascular disease,These questions are important because of the expected increase in CVD given the aging population and the obesity epidemic.,METHODS,19859,19981,0.74,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The text states that an expected increase in CVD is given in part by the aging population, strongly implying aging contributes to increased CVD risk or burden; normalized name was aligned to the accepted entity."
silver_relationship:7438694120b191bd,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:orange_juice,Drug,Orange juice,Orange juice,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists orange juice among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:8fe09d6e4663dbc9,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:artichoke_leaf_extract,Drug,Artichoke leaf extract,Artichoke leaf extract,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists artichoke leaf extract among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:aa1cfa13a7e4df8b,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:red_yeast_rice,Drug,Red yeast rice,Red yeast rice,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists red yeast rice among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:016513c567b0ba63,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,REDUCES,drug:soluble_fiber,Drug,Soluble fiber,Soluble fiber,biomarker:plasma_lipids,Biomarker,Plasma lipids,Plasma lipids,"several reviews have shown modest reduction of plasma lipids with the use of substances such as garlic, artichoke leaf extract, nuts, plant stanolols, psyllium, soluble fiber, orange juice, and red yeast rice",METHODS,17825,18033,0.85,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly lists soluble fiber among substances whose use has shown modest reduction of plasma lipids.
silver_relationship:bfde97c584e06586,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,TREATS,drug:statins,Drug,Statins,Statins,condition:hyperlipidemia,Condition,Hyperlipidemia,Hyperlipidemia,statins have reached the status of preferred treatment for hyperlipidemia,METHODS,16741,16814,0.96,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states that statins are the preferred treatment for hyperlipidemia.
silver_relationship:be0d683ca58f8a8d,paper:PMC3572442,PMC3572442-chunk-0004,,PMC3572442,TREATS,drug:rosuvastatin,Drug,Rosuvastatin,Rosuvastatin,condition:atherosclerosis,Condition,Atherosclerosis,Atherosclerosis,The investigators used intravascular ultrasound to document atheroma regression after treatment with 40 mg daily of rosuvastatin. The average LDL-C achieved was ~ 60 mg/dL. The study authors concluded that lowering LDL-C below current recommended guidelines can cause regression of atherosclerosis in coronary disease patients.,METHODS,20824,21151,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=revised; reason=The evidence reports atheroma regression after rosuvastatin treatment and concludes that LDL-C lowering can cause regression of atherosclerosis, supporting rosuvastatin treating atherosclerosis by strong implication."
silver_relationship:f05a24750d382498,paper:PMC3572442,PMC3572442-chunk-0005,,PMC3572442,REDUCES,drug:statins,Drug,Statins,Statins,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,"It has been conclusively shown and become accepted practice to lower LDL-C in patients considered intermediate to high risk for CVD with a combination of therapeutic life style change and medications. First line drug therapy should be a statin, titrated to keep LDL-C at or below the target range recommended by the ATP-III guidelines.",METHODS,25222,25557,0.88,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The chunk explicitly states that first-line drug therapy should be a statin titrated to keep LDL-C at or below target after discussing accepted practice to lower LDL-C.
silver_relationship:bfc918769796c693,paper:PMC3572442,PMC3572442-chunk-0005,,PMC3572442,ASSOCIATED_WITH,biomarker:cholesterol,Biomarker,Cholesterol,Cholesterol,condition:cardiovascular_disease,Condition,CVD,Cardiovascular Disease,there is a solid link between elevated cholesterol (especially LDL-C) and CVD.,METHODS,25143,25221,0.92,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly states a solid link between elevated cholesterol and CVD.
silver_relationship:0b13337d223c0882,paper:PMC3572442,PMC3572442-chunk-0005,,PMC3572442,REDUCES,drug:statins,Drug,Statins,Statins,condition:cardiovascular_disease,Condition,CVD,Cardiovascular Disease,This study is cited as an example of the type of analysis that leads some to argue for a more extensive use of statins because there was a significant decrease in CVD events.,METHODS,23497,23671,0.78,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=revised; reason=The evidence supports that statin use was linked to a significant decrease in CVD events; REDUCES is more accurate than PREVENTS for the stated decrease.
silver_relationship:0ecbd8c600fdea36,paper:PMC3572442,PMC3572442-chunk-0005,,PMC3572442,PREVENTS,drug:statins,Drug,Statins,Statins,condition:myocardial_infarction,Condition,Myocardial Infarction,Myocardial Infarction,"This study is cited as an example of the type of analysis that leads some to argue for a more extensive use of statins because there was a significant decrease in CVD events. Others feel this liberal use of statins may constitute unacceptable risk in truly low risk subjects. In the study cited above, the number needed to treat to prevent a single death from any cause and to prevent a single nonfatal myocardial infarction was 239 and 153, respectively.",METHODS,23497,23952,0.76,yes,strong_implication,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The surrounding context identifies statins as the treatment in the cited study, and the evidence states the number needed to treat to prevent a nonfatal myocardial infarction."
silver_relationship:a5db55c1477480f2,paper:PMC3572442,PMC3572442-chunk-0005,,PMC3572442,ASSOCIATED_WITH,biomarker:ldl_cholesterol,Biomarker,LDL-C,LDL cholesterol,condition:cardiovascular_disease,Condition,CVD,Cardiovascular Disease,there is a solid link between elevated cholesterol (especially LDL-C) and CVD.,METHODS,25143,25221,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly includes LDL-C within the solid link between elevated cholesterol and CVD.
silver_relationship:d1e798342771a45a,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,HAS_SYMPTOM,condition:cerebrotendinous_xanthomatosis,Condition,Cerebrotendinous xanthomatosis,Cerebrotendinous xanthomatosis,symptom:tendon_xanthomas,Symptom,Tendon xanthomas,Tendon xanthomas,"Cerebrotendinous Xanthomatosis rare; associated with neurologic disease, tendon xanthomas, and cataracts in young adults",REF,33349,33469,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Accepted endpoints are supported; tendon xanthomas are explicitly listed as a clinical feature associated with cerebrotendinous xanthomatosis.
silver_relationship:f181975fcd0286fc,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,TREATS,drug:artichoke_leaf_extract,Drug,Artichoke leaf extract,Artichoke leaf extract,condition:hypercholesterolemia,Condition,Hypercholesterolemia,Hypercholesterolemia,Artichoke leaf extract for treating hypercholesterolaemia,REF,29824,29881,0.95,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The title explicitly states artichoke leaf extract is for treating hypercholesterolaemia.
silver_relationship:99045cd3cc3c05f2,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,HAS_SYMPTOM,condition:sitosterolemia,Condition,Sitosterolemia,Sitosterolemia,symptom:tendon_xanthomas,Symptom,Tendon xanthomas,Tendon xanthomas,"Sitosterolemia rare; plant sterols absorbed in large amounts, tendon xanthomas develop in childhood, LDL levels normal to high",REF,33222,33348,0.9,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=The evidence explicitly says tendon xanthomas develop in sitosterolemia.
silver_relationship:be723f965c9b9022,paper:PMC3572442,PMC3572442-chunk-0006,,PMC3572442,ASSOCIATED_WITH,condition:sitosterolemia,Condition,Sitosterolemia,Sitosterolemia,biomarker:ldl_cholesterol,Biomarker,LDL cholesterol,LDL cholesterol,"Sitosterolemia rare; plant sterols absorbed in large amounts, tendon xanthomas develop in childhood, LDL levels normal to high",REF,33222,33348,0.75,yes,explicit,no,no,include,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The evidence explicitly describes LDL levels in sitosterolemia as normal to high, supporting an association."
