entity_gold_id,document_id,chunk_id,pmid,pmcid,entity_id,entity_type,entity_text,normalized_name,aliases,category,mesh_id,icd10,drugbank_id,unit,normal_range,description,evidence_text,evidence_section,evidence_start_char,evidence_end_char,annotator,annotation_status,notes
silver_entity:ec3edaa6454d6912,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:insulin_resistance_syndrome,Condition,Insulin Resistance Syndrome,Insulin Resistance Syndrome,,,,,,,,,insulin resistance syndrome,REF,32675,32702,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Insulin resistance syndrome is explicitly mentioned as a condition.
silver_entity:ac19651a961806d5,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:ischemic_heart_disease,Condition,Ischemic Heart Disease,Ischemic Heart Disease,,,,,,,,,ischemic heart disease,REF,30173,30195,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Ischemic heart disease is explicitly mentioned as a condition.
silver_entity:89b73eb6803732f1,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:major_coronary_events,Condition,Major Coronary Events,Major Coronary Events,,,,,,,,,major coronary events,REF,31102,31123,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Major coronary events are explicitly mentioned as clinical outcomes/conditions.
silver_entity:72745ac09fad7817,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:metabolic_syndrome,Condition,Metabolic Syndrome,Metabolic Syndrome,,,,,,,,,metabolic syndrome,REF,28997,29015,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Metabolic syndrome is explicitly mentioned as a condition.
silver_entity:3e031ec8b04e17d7,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:myocardial_infarction,Condition,Myocardial Infarction,Myocardial Infarction,,,,,,,,,myocardial infarction,REF,30150,30171,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Myocardial infarction is explicitly mentioned as a condition.
silver_entity:d0355b1982f95e91,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:type_1_diabetes,Condition,Type 1 Diabetes,Type 1 Diabetes,,,,,,,,,type 1 diabetes,REF,27517,27532,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Type 1 diabetes is explicitly mentioned as a condition.
silver_entity:9aaaa105b7515cf8,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:type_2_diabetes_mellitus,Condition,Type 2 Diabetes Mellitus,Type 2 Diabetes Mellitus,,,,,,,,,type 2 diabetes mellitus,REF,31887,31911,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Type 2 diabetes mellitus is explicitly mentioned as a condition.
silver_entity:65726916e8d97ae3,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,condition:vascular_disease,Condition,Vascular Disease,Vascular Disease,,,,,,,,,vascular disease,REF,29420,29436,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Vascular disease is explicitly present as a standalone condition concept.
silver_entity:ad48f69e41d99ed5,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:bezafibrate,Drug,Bezafibrate,Bezafibrate,,,,,,,,,Bezafibrate,REF,32289,32300,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Bezafibrate is explicitly mentioned as a drug.
silver_entity:89ccb640d5bbd6e4,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:clofibrate,Drug,Clofibrate,Clofibrate,,,,,,,,,Clofibrate,REF,33377,33387,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Clofibrate is explicitly mentioned as a drug.
silver_entity:49275cb6f6ade7cf,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:fenofibrate,Drug,Fenofibrate,Fenofibrate,,,,,,,,,fenofibrate,REF,31948,31959,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Fenofibrate is explicitly mentioned as a drug.
silver_entity:a30301d5bd68b1dc,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:fibrates,Drug,Fibrates,Fibrates,,,,,,,,,fibrates,REF,33270,33278,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Fibrates are explicitly mentioned as a drug class.
silver_entity:5906e113dbf3b956,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:gemfibrozil,Drug,Gemfibrozil,Gemfibrozil,,,,,,,,,gemfibrozil,REF,32527,32538,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Gemfibrozil is explicitly mentioned as a drug.
silver_entity:7b60835b9d2bdccb,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:niacin,Drug,Niacin,Niacin,,,,,,,,,niacin,REF,33369,33375,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Niacin is explicitly mentioned as a drug.
silver_entity:3148ad6f80a28c7c,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:pravastatin,Drug,Pravastatin,Pravastatin,,,,,,,,,pravastatin,REF,29779,29790,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Pravastatin is explicitly mentioned as a drug.
silver_entity:514c12a56ee046d2,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:simvastatin,Drug,Simvastatin,Simvastatin,,,,,,,,,Simvastatin,REF,31144,31155,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Simvastatin is explicitly mentioned as a drug.
silver_entity:54470b0a7e666034,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,drug:statins,Drug,Statins,Statins,,,,,,,,,statins,REF,30918,30925,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Statins are explicitly mentioned as a drug class.
silver_entity:590f71cbd7e1f163,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,riskfactor:high_plasma_triglycerides,RiskFactor,High Plasma Triglycerides,High Plasma Triglycerides,,,,,,,,,High Plasma Triglycerides,REF,29454,29479,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=High plasma triglycerides are explicitly presented in relation to coronary heart disease residual risk.
silver_entity:c61d0a0999fe6e7b,paper:PMC3234107,PMC3234107-chunk-0006,,PMC3234107,riskfactor:low_hdl_cholesterol,RiskFactor,Low High-Density Lipoprotein Cholesterol,Low HDL Cholesterol,,,,,,,,,Low High-Density Lipoprotein Cholesterol,REF,29484,29524,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The expanded term for low HDL cholesterol is explicitly present as a risk-related lipid factor.
silver_entity:fffeef05d37487f5,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:blood_pressure,Biomarker,Blood pressure,Blood pressure,,,,,,,,,blood pressure,REF,34926,34940,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone biomarker in the chunk.
silver_entity:c9cd4ac58f1f6aee,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:c_reactive_protein,Biomarker,C-reactive protein,C-reactive protein,,,,,,,,,C-reactive protein,REF,35532,35550,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone biomarker in the chunk.
silver_entity:4f4eceac44ba74b1,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:hdl_cholesterol,Biomarker,high-density lipoprotein cholesterol,HDL cholesterol,,,,,,,,,high-density lipoprotein cholesterol,REF,33545,33581,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly states the expanded HDL cholesterol biomarker name.
silver_entity:cda72baf5458e378,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:ldl_cholesterol,Biomarker,low-density lipoprotein cholesterol,LDL cholesterol,,,,,,,,,low-density lipoprotein cholesterol,REF,33692,33727,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly states the expanded LDL cholesterol biomarker name.
silver_entity:07b61f5ef17f63bb,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:non_hdl_cholesterol,Biomarker,non-HDL-C,Non-HDL cholesterol,,,,,,,,,non-HDL-C,REF,35905,35914,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions non-HDL-C, an abbreviation for non-HDL cholesterol."
silver_entity:9f2109b02fbfbed6,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:serum_lipids,Biomarker,Serum lipids,Serum lipids,,,,,,,,,serum lipids,REF,34945,34957,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone biomarker category in the chunk.
silver_entity:4744f235097c38de,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,biomarker:triglycerides,Biomarker,Triglycerides,Triglycerides,,,,,,,,,triglycerides,REF,33830,33843,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit biomarker term in the chunk.
silver_entity:ed8e028901d176b0,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:atherosclerotic_cardiovascular_disease,Condition,Atherosclerotic cardiovascular disease,Atherosclerotic cardiovascular disease,,,,,,,,,atherosclerotic cardiovascular disease,REF,33631,33669,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:af67fe8e284702a2,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:cardiovascular_disease,Condition,Cardiovascular disease,Cardiovascular disease,,,,,,,,,cardiovascular disease,REF,34302,34324,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:1f0a3cbaa3608606,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:cardiovascular_events,Condition,Cardiovascular events,Cardiovascular events,,,,,,,,,cardiovascular events,REF,33145,33166,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit clinical event/outcome concept in the chunk.
silver_entity:73b99c25560022ae,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:coronary_heart_disease,Condition,Coronary heart disease,Coronary heart disease,,,,,,,,,coronary heart disease,REF,33402,33424,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:f231b6fc5a8d1e93,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:dyslipidemia,Condition,dyslipidaemic,Dyslipidemia,,,,,,,,,dyslipidaemic,REF,35173,35186,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk explicitly describes a dyslipidaemic patient, supporting the normalized condition dyslipidemia."
silver_entity:9a5875745bc777e1,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:hypercholesterolemia,Condition,hypercholesterolaemic,Hypercholesterolemia,,,,,,,,,hypercholesterolaemic,REF,34534,34555,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk explicitly describes hypercholesterolaemic patients, supporting the normalized condition hypercholesterolemia."
silver_entity:c2b86bf244438389,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:hypertriglyceridemia,Condition,high TG level,Hypertriglyceridemia,,,,,,,,,high TG level,REF,35721,35734,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions high triglyceride/TG level, supporting the normalized condition hypertriglyceridemia."
silver_entity:85395736de1c3286,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:major_coronary_events,Condition,Major coronary events,Major coronary events,,,,,,,,,major coronary events,REF,34509,34530,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit clinical event/outcome concept in the chunk.
silver_entity:295567aeeebc9408,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:metabolic_syndrome,Condition,Metabolic syndrome,Metabolic syndrome,,,,,,,,,metabolic syndrome,REF,33026,33044,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:a373b60ca3ddcbb0,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:myocardial_infarction,Condition,Myocardial infarction,Myocardial infarction,,,,,,,,,myocardial infarction,REF,32987,33008,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:09ec62d0d4f61d0b,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:pancreatitis,Condition,Pancreatitis,Pancreatitis,,,,,,,,,pancreatitis,REF,36107,36119,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:c448cd8a5007abf6,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:type_2_diabetes_mellitus,Condition,Type 2 diabetes mellitus,Type 2 diabetes mellitus,,,,,,,,,type 2 diabetes mellitus,REF,33103,33127,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit standalone condition in the chunk.
silver_entity:c31027ff4560b948,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,condition:vascular_events,Condition,Vascular events,Vascular events,,,,,,,,,vascular events,REF,35485,35500,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit clinical event/outcome concept in the chunk.
silver_entity:ef88f093cc35d1bb,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:atorvastatin,Drug,Atorvastatin,Atorvastatin,,,,,,,,,atorvastatin,REF,37173,37185,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:9b757b351f944708,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:clofibrate,Drug,Clofibrate,Clofibrate,,,,,,,,,Clofibrate,REF,33377,33387,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:2167d2021b4b9fe6,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:eicosapentaenoic_acid,Drug,Eicosapentaenoic acid,Eicosapentaenoic acid,,,,,,,,,eicosapentaenoic acid,REF,34484,34505,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug/supplement compound in the chunk.
silver_entity:1cd47d24f08581a7,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:ezetimibe,Drug,Ezetimibe,Ezetimibe,,,,,,,,,Ezetimibe,REF,37282,37291,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:c37e8ab7af97ded3,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:fenofibrate,Drug,Fenofibrate,Fenofibrate,,,,,,,,,fenofibrate,REF,33200,33211,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:21acde2db1639b2f,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:fibrates,Drug,Fibrates,Fibrates,,,,,,,,,fibrates,REF,33270,33278,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug class in the chunk.
silver_entity:1fff7807cf214828,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:fish_oil,Drug,Fish oil,Fish oil,,,,,,,,,fish oil,REF,34267,34275,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit therapeutic supplement/substance in the chunk.
silver_entity:cb25c55076e6d3f8,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:niacin,Drug,Niacin,Niacin,,,,,,,,,niacin,REF,33369,33375,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug/vitamin therapy in the chunk.
silver_entity:cb8582c11ab3bab4,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:omega_3_fatty_acids,Drug,Omega-3 fatty acids,Omega-3 fatty acids,,,,,,,,,Omega-3 fatty acids,REF,33890,33909,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit therapeutic supplement/substance in the chunk.
silver_entity:ddeac1371f307b74,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:pravastatin,Drug,Pravastatin,Pravastatin,,,,,,,,,pravastatin,REF,37128,37139,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:24b7a5e18a69ce8c,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:rosuvastatin,Drug,Rosuvastatin,Rosuvastatin,,,,,,,,,Rosuvastatin,REF,35461,35473,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:140d347cdd0661e7,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:simvastatin,Drug,Simvastatin,Simvastatin,,,,,,,,,simvastatin,REF,37149,37160,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug name in the chunk.
silver_entity:fea337756a093d0c,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,drug:statins,Drug,Statins,Statins,,,,,,,,,Statins,REF,35966,35973,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Explicit drug class in the chunk.
silver_entity:284e2f9069dc73c7,paper:PMC3234107,PMC3234107-chunk-0007,,PMC3234107,riskfactor:overweight_obesity,RiskFactor,overweight/obese,Overweight/obesity,,,,,,,,,overweight/obese,REF,35222,35238,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted_with_normalization; reason=The chunk explicitly refers to overweight/obese individuals, supporting the normalized risk factor overweight/obesity."
silver_entity:4b5fe4bc9ee0fa38,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,biomarker:cholesterol,Biomarker,Cholesterol,Cholesterol,,,,,,,,,cholesterol,TITLE,2364,2375,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cholesterol is explicitly discussed as a lipid measurement in the definition and management of hyperlipidemia; evidence uses a biomarker occurrence rather than the organization-name occurrence.
silver_entity:157c997f8e852828,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,biomarker:hdl_cholesterol,Biomarker,high density lipoprotein cholesterol (HDL-C),High-density lipoprotein cholesterol,,,,,,,,,high density lipoprotein cholesterol (HDL-C),TITLE,897,941,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions high density lipoprotein cholesterol with the HDL-C abbreviation; normalize to the full biomarker name.
silver_entity:ed54001599063b7c,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,biomarker:ldl_cholesterol,Biomarker,low density lipoprotein cholesterol (LDL-C),Low-density lipoprotein cholesterol,,,,,,,,,low density lipoprotein cholesterol (LDL-C),TITLE,404,447,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly mentions low density lipoprotein cholesterol with the LDL-C abbreviation; normalize to the full biomarker name.
silver_entity:509bb435b59e4bac,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,biomarker:total_cholesterol,Biomarker,Total cholesterol,Total cholesterol,,,,,,,,,total cholesterol,TITLE,2358,2375,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Total cholesterol is explicitly named as a fasting lipid measurement used in defining hyperlipidemia.
silver_entity:dd9e00019800ac9e,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,biomarker:triglycerides,Biomarker,triglyceride (TG) levels,Triglycerides,,,,,,,,,triglyceride (TG) levels,TITLE,946,970,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly discusses triglyceride levels and the TG abbreviation; normalize to triglycerides.
silver_entity:833d6a48b64656fc,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:angina,Condition,Angina,Angina,,,,,,,,,angina,TITLE,5183,5189,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Angina is explicitly listed as evidence of cardiovascular disease and is a standalone clinical condition concept.
silver_entity:fe65eec5107f52b4,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:cardiovascular_disease,Condition,Cardiovascular Disease,Cardiovascular Disease,,,,,,,,,Cardiovascular Disease,TITLE,36,58,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Cardiovascular disease is explicitly named in the title and throughout the chunk as the disease outcome of interest.
silver_entity:dbae90f2be666e14,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:diabetes,Condition,Diabetes,Diabetes,,,,,,,,,diabetes,TITLE,5007,5015,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Diabetes is explicitly listed as a disease related to hyperlipidemia that should prompt lipid evaluation.
silver_entity:b29185865f5f42af,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:dyslipidemia,Condition,Dyslipidemia,Dyslipidemia,,,,,,,,,dyslipidemia,TITLE,1806,1818,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Dyslipidemia is explicitly mentioned as a category of lipid abnormality requiring clinical management.
silver_entity:ec60a2bd1796a9a7,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:heart_disease,Condition,Heart disease,Heart disease,,,,,,,,,heart disease,TITLE,4777,4790,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Heart disease is explicitly present as a standalone condition within the family history phrase.
silver_entity:39646c6bec4aaa31,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:hypertension,Condition,Hypertension,Hypertension,,,,,,,,,hypertension,TITLE,1427,1439,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Hypertension is explicitly named as a common chronic condition.
silver_entity:0456fe898a9fb0f6,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:hypothyroidism,Condition,Hypothyroidism,Hypothyroidism,,,,,,,,,hypothyroidism,TITLE,4991,5005,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Hypothyroidism is explicitly listed as a disease related to hyperlipidemia that should prompt lipid evaluation.
silver_entity:cf781fa264e8a51a,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:lipid_disorders,Condition,Lipid disorders,Lipid disorders,,,,,,,,,lipid disorders,TITLE,4194,4209,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Lipid disorders is explicitly named as the target of screening recommendations and is a standalone disorder category.
silver_entity:c208ba06de1b5113,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:myocardial_infarction,Condition,Myocardial infarction,Myocardial infarction,,,,,,,,,myocardial infarction,TITLE,5191,5212,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Myocardial infarction is explicitly listed as evidence of cardiovascular disease.
silver_entity:72339a37f22a818b,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:renal_insufficiency,Condition,Renal insufficiency,Renal insufficiency,,,,,,,,,renal insufficiency,TITLE,5017,5036,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Renal insufficiency is explicitly listed as a disease related to hyperlipidemia that should prompt lipid evaluation.
silver_entity:e7f8da4fc85dc8e1,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,condition:stroke,Condition,Stroke,Stroke,,,,,,,,,stroke,TITLE,4815,4821,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Stroke is explicitly named as a clinical condition in the screening-risk context.
silver_entity:b52c82d6920eef5c,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,drug:dietary_supplements,Drug,Dietary supplements,Dietary supplements,,,,,,,,,dietary supplements,TITLE,551,570,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Dietary supplements are explicitly listed among therapeutic classes used to augment or substitute for statins.
silver_entity:b8ed67b59b639c32,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,drug:ezetimibe,Drug,Ezetimibe,Ezetimibe,,,,,,,,,ezetimibe,TITLE,519,528,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Ezetimibe is explicitly listed as a drug option to augment or substitute for statins.
silver_entity:91af3b664b73b733,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,drug:fibrates,Drug,Fibrates,Fibrates,,,,,,,,,fibrates,TITLE,530,538,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Fibrates are explicitly listed as a therapeutic drug class for hyperlipidemia management.
silver_entity:de5621c13157fd42,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,drug:niacin,Drug,Niacin,Niacin,,,,,,,,,niacin,TITLE,540,546,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Niacin is explicitly listed as a therapeutic option for lipid management.
silver_entity:970290c2772b2655,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,drug:statins,Drug,Statins,Statins,,,,,,,,,Statins,TITLE,345,352,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Statins are explicitly named as the preferred drug class to lower elevated LDL-C.
silver_entity:bbea2422ce823e30,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,riskfactor:elevated_blood_lipids,RiskFactor,Elevated levels of blood lipids,Elevated blood lipids,,,,,,,,,Elevated levels of blood lipids,TITLE,70,101,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=The chunk explicitly states that elevated levels of blood lipids are well documented risk factors for cardiovascular disease.
silver_entity:0d0704a943508163,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,riskfactor:family_history_of_heart_disease,RiskFactor,Family history of heart disease,Family history of heart disease,,,,,,,,,family history of heart disease,TITLE,4759,4790,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Family history of heart disease is explicitly named as a clinically important risk-context factor for cholesterol screening.
silver_entity:88cec53a5acbe1fc,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,riskfactor:hyperlipidemia,RiskFactor,Hyperlipidemia,Hyperlipidemia,,,,,,,,,Hyperlipidemia as a Risk Factor,TITLE,0,31,frontier / openai / gpt-5.5,accepted,"llm_adjudication=accepted; reason=The title explicitly frames hyperlipidemia as a risk factor, and the introduction states that hyperlipidemia is a strong risk factor for CVD."
silver_entity:12b1cf73304958db,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,symptom:claudication,Symptom,Claudication,Claudication,,,,,,,,,claudication,TITLE,5223,5235,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Claudication is explicitly listed as a presenting clinical feature/evidence of cardiovascular disease.
silver_entity:8ee61acdd3c3c114,paper:PMC3572442,PMC3572442-chunk-0001,,PMC3572442,symptom:vessel_bruit,Symptom,Vessel bruit,Vessel bruit,,,,,,,,,vessel bruit,TITLE,5252,5264,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted; reason=Vessel bruit is explicitly listed as a clinical finding associated with evidence of cardiovascular disease; Symptom is the closest available clinical-feature type.
silver_entity:b12895225996032f,paper:PMC3572442,PMC3572442-chunk-0002,,PMC3572442,biomarker:apob,Biomarker,Apo-B,Apolipoprotein B,,,,,,,,,Apo-B,RESULTS,10354,10359,frontier / openai / gpt-5.5,accepted,llm_adjudication=accepted_with_normalization; reason=Supported as a CVD-predictive marker compared with non-HDL-C and LDL-C; normalized from abbreviation/orthographic variant.
